geno_pos	seqname	gene_pos	Kronja_mature_oocyte	Kronja_activated_egg	Samuels_GSC_AHS0	Samuels_GSC_AHS0.5	Samuels_GSC_AHS5	Samuels_GSC_AHS9	Samuels_GSC_AHS18	Samuels_GSC_AHS28	Samuels_GSC_AHS38	Douka_S2_UTD2	dmel_em_0_2h	dmel_em_2_6h	dmel_em_6_12h	dmel_em_12_24h	dmel_larva	dmel_pupa	dmel_female_body	dmel_male_body	dmel_female_head	dmel_male_head	Luo_S2_cell_ago2KD	Luo_S2_cell_ago2KD_serum_starvation	Luo_S2_cell_DMSO	Luo_S2_cell_dsNC	Luo_S2_cell_normal_starvation	Luo_S2_cell_rapamycin	Luo_S2_cell_serum_starvation	Luo_S2_cell_ssNC	Luo_S2_cell_T3	Luo_S2_cell_T6	Luo_S2_cell_T10	Dunn_em02	sum
2L_10250450	2L	10250450	2	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	3	0	1	1	1	1	0	0	0	0	0	2	1	1	1	18
2L_10250751	2L	10250751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10250758	2L	10250758	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	2	1	0	1	0	0	1	0	0	0	0	0	0	3	3	0	0	13
2L_10251843	2L	10251843	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2
2L_10251850	2L	10251850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10251908	2L	10251908	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	1	1	0	3	0	0	0	0	1	4	0	0	15
2L_10259627	2L	10259627	0	4	0	0	0	0	0	0	0	0	4	1	3	0	2	6	1	1	0	0	5	0	0	2	0	0	1	0	5	0	1	0	36
2L_10259631	2L	10259631	1	14	0	0	0	0	0	0	0	0	4	10	9	7	4	5	11	11	6	3	2	3	5	1	0	0	0	3	3	4	1	3	110
2L_10259675	2L	10259675	4	2	1	5	2	3	1	1	3	0	6	5	2	3	1	3	0	1	4	4	6	5	12	3	0	0	0	2	5	2	0	5	91
2L_10259710	2L	10259710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10259726	2L	10259726	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2L_10259886	2L	10259886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10260265	2L	10260265	0	11	0	0	0	0	0	0	0	1	14	13	9	4	2	7	2	2	4	1	1	5	1	0	0	3	0	0	0	1	0	1	82
2L_10260306	2L	10260306	0	3	0	0	0	0	0	0	0	0	7	3	0	2	1	0	1	1	0	2	0	4	4	0	0	0	0	1	0	0	0	1	30
2L_10260313	2L	10260313	1	6	1	11	9	1	3	2	2	0	14	12	2	2	1	1	0	1	1	1	1	2	0	0	0	0	0	0	2	0	0	8	84
2L_10260521	2L	10260521	1	6	2	2	1	0	1	0	0	1	14	18	19	2	3	10	10	9	4	4	16	22	7	4	4	0	0	2	17	10	8	5	202
2L_10260624	2L	10260624	0	3	0	0	0	0	0	0	0	0	1	2	0	0	1	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0	0	1	14
2L_10260630	2L	10260630	0	0	0	0	0	0	0	1	0	0	3	6	5	2	1	3	0	0	0	0	1	7	6	0	0	7	0	4	3	3	1	0	53
2L_10260663	2L	10260663	1	1	0	0	0	0	1	0	0	0	0	4	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	2	12
2L_10260671	2L	10260671	0	0	0	0	0	0	0	0	0	0	8	7	4	3	0	4	4	0	1	2	2	1	6	1	1	1	1	0	0	0	0	2	48
2L_10260693	2L	10260693	0	6	0	0	2	2	0	0	0	0	1	1	1	2	1	4	1	3	0	4	3	9	9	2	0	7	0	3	11	9	1	0	82
2L_10260703	2L	10260703	0	2	0	0	0	0	0	0	0	0	3	8	9	1	0	3	4	2	3	1	1	6	3	0	0	1	0	0	7	0	0	0	54
2L_10260723	2L	10260723	0	2	0	1	0	0	0	0	0	0	1	2	6	0	2	4	4	1	0	1	8	8	3	0	1	7	1	5	13	12	8	0	90
2L_10260743	2L	10260743	0	0	0	0	0	0	0	5	1	0	12	6	5	3	6	4	3	7	1	2	23	22	20	11	16	7	2	5	42	21	5	4	233
2L_10260752	2L	10260752	0	1	0	1	1	0	0	2	2	1	0	0	0	1	0	2	1	2	0	1	4	3	0	0	0	0	0	3	1	1	0	1	28
2L_10260800	2L	10260800	2	25	3	5	2	1	4	0	2	0	15	2	13	5	4	17	0	10	1	10	16	14	14	1	0	6	4	2	2	0	0	6	186
2L_10260816	2L	10260816	0	18	0	0	0	0	0	0	0	0	14	31	3	3	4	7	6	2	4	1	24	29	5	4	22	1	2	5	25	7	8	9	234
2L_10260876	2L	10260876	3	23	9	6	25	9	8	4	9	3	8	3	2	2	3	1	1	9	1	0	6	1	0	3	4	0	0	2	3	4	5	11	168
2L_10260894	2L	10260894	1	100	0	0	0	0	0	0	0	0	11	10	2	7	2	1	2	4	1	1	0	0	0	0	1	3	0	1	1	0	1	4	153
2L_10260966	2L	10260966	15	57	4	17	20	11	10	3	2	0	18	20	6	4	4	5	5	15	3	3	59	35	22	22	2	139	1	33	73	25	31	4	668
2L_10265337	2L	10265337	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	3	3	3	1	1	0	0	1	11	7	7	0	40
2L_10265397	2L	10265397	1	3	1	1	0	0	0	0	0	1	2	0	2	0	0	1	9	3	0	0	13	18	16	13	4	0	0	9	41	16	20	0	174
2L_10265473	2L	10265473	20	2	5	1	1	1	0	0	0	0	4	7	1	1	2	1	0	3	1	0	10	11	0	9	8	3	1	3	13	5	1	11	125
2L_10266724	2L	10266724	1	17	3	1	1	2	1	3	2	2	6	4	0	0	3	1	0	3	2	0	2	7	1	4	3	6	1	2	1	2	1	2	84
2L_10268886	2L	10268886	4	0	0	2	5	3	1	0	1	0	0	3	4	10	0	2	5	13	5	3	2	1	14	2	2	3	0	4	4	6	1	1	101
2L_10268896	2L	10268896	1	0	0	0	0	0	0	0	0	0	0	3	2	1	0	2	1	3	0	1	3	19	4	0	1	1	1	4	21	6	3	3	80
2L_10268927	2L	10268927	2	0	0	0	1	1	0	0	0	0	0	0	0	5	0	1	3	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	19
2L_10270080	2L	10270080	2	0	1	2	3	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	1	3	0	0	19
2L_10276944	2L	10276944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10276983	2L	10276983	1	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6
2L_10277018	2L	10277018	1	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2L_10277091	2L	10277091	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	4
2L_10277135	2L	10277135	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2L_10277140	2L	10277140	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4
2L_10292220	2L	10292220	25	26	4	5	14	6	1	3	3	0	18	14	6	14	3	10	23	30	4	2	31	25	8	2	32	1	2	6	25	9	7	10	369
2L_10292363	2L	10292363	0	0	0	0	0	0	0	6	1	0	0	0	0	1	1	1	0	3	3	0	2	1	2	1	0	0	0	0	0	1	1	1	25
2L_10295353	2L	10295353	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	3	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	1	30
2L_10298247	2L	10298247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2L_10303911	2L	10303911	0	0	4	0	0	0	2	3	1	0	4	2	2	2	0	0	0	4	1	0	15	31	6	8	1	0	3	5	21	14	3	20	152
2L_10306930	2L	10306930	11	11	1	4	0	3	0	1	0	0	0	1	0	0	0	1	1	2	0	0	17	9	5	0	3	6	0	3	14	9	2	0	104
2L_10306948	2L	10306948	5	1	0	1	2	0	0	2	0	0	2	8	1	3	4	0	0	3	2	2	8	1	25	20	0	23	0	9	19	35	12	1	189
2L_10306951	2L	10306951	2	8	1	0	1	0	0	0	0	0	8	5	12	1	2	4	7	15	2	0	23	23	12	5	16	20	3	12	30	8	5	2	227
2L_10306980	2L	10306980	162	51	6	9	15	17	6	0	2	0	9	23	12	6	22	21	48	42	2	1	48	87	21	19	15	13	7	20	66	52	24	2	828
2L_10310636	2L	10310636	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	16
2L_10310651	2L	10310651	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	16
2L_10310689	2L	10310689	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	7
2L_10310738	2L	10310738	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
2L_10310849	2L	10310849	0	0	1	0	1	0	0	0	1	0	0	0	1	16	2	1	1	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	32
2L_10314363	2L	10314363	17	0	17	30	56	19	13	28	32	1	4	1	5	6	5	9	6	3	0	0	18	36	10	5	3	20	2	2	28	14	2	3	395
2L_10321519	2L	10321519	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2L_10321526	2L	10321526	0	0	0	0	2	1	0	1	1	0	1	0	0	1	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	0	12
2L_10321537	2L	10321537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10321547	2L	10321547	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2L_10321573	2L	10321573	0	0	1	0	0	0	0	0	0	0	0	0	0	2	2	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
2L_10321604	2L	10321604	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3
2L_10321619	2L	10321619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
2L_10321647	2L	10321647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2L_10321651	2L	10321651	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
2L_10322518	2L	10322518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
2L_10322565	2L	10322565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2L_10322594	2L	10322594	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
2L_10322743	2L	10322743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
2L_10322759	2L	10322759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2L_10322777	2L	10322777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2L_10322944	2L	10322944	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2L_10322949	2L	10322949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10323022	2L	10323022	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10323038	2L	10323038	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10323047	2L	10323047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10330573	2L	10330573	0	0	0	0	0	0	0	0	0	0	0	1	2	3	0	3	0	2	9	13	1	2	0	0	1	0	0	0	1	1	0	0	39
2L_10330579	2L	10330579	0	0	0	0	0	0	0	0	0	0	0	1	4	1	0	2	1	0	14	15	0	0	0	0	0	0	0	0	0	0	0	2	40
2L_10331101	2L	10331101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	4
2L_10331489	2L	10331489	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	8	2	0	1	4	6	1	4	0	3	1	0	6	4	0	1	47
2L_10331508	2L	10331508	3	58	1	1	1	0	0	1	0	0	37	16	5	68	23	12	161	161	7	8	22	53	14	6	16	26	2	10	54	31	7	18	822
2L_10331572	2L	10331572	6	14	72	56	211	92	38	97	102	4	32	23	21	93	26	19	126	555	47	29	27	36	20	3	35	1	2	11	50	22	13	0	1883
2L_10333752	2L	10333752	8	1	0	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	3	7	2	1	0	1	0	3	4	5	0	41
2L_10333798	2L	10333798	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	6
2L_10333806	2L	10333806	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7
2L_10333813	2L	10333813	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2L_10333876	2L	10333876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10333945	2L	10333945	23	5	0	0	0	1	0	1	0	9	10	0	0	2	1	1	0	5	0	0	8	5	10	26	0	1	0	7	30	9	10	5	169
2L_10334029	2L	10334029	4	4	0	0	1	0	0	0	0	0	4	4	1	2	0	0	0	3	0	0	2	1	3	1	1	1	0	2	3	3	0	7	47
2L_10342636	2L	10342636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10344523	2L	10344523	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2L_10352069	2L	10352069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10353687	2L	10353687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10353743	2L	10353743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10353787	2L	10353787	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2L_10353807	2L	10353807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10353885	2L	10353885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10356291	2L	10356291	0	0	0	5	0	0	0	4	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	14
2L_10356334	2L	10356334	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	9	6	3	4	3	3	0	0	6	3	0	0	42
2L_10356390	2L	10356390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
2L_10356400	2L	10356400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10356413	2L	10356413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10356457	2L	10356457	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	2	0	0	0	7
2L_10356460	2L	10356460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10356467	2L	10356467	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2
2L_10356534	2L	10356534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
2L_10356554	2L	10356554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2L_10356823	2L	10356823	2	1	3	2	1	1	0	0	0	1	2	5	2	0	0	1	4	34	1	1	2	3	0	5	2	1	0	4	9	8	1	2	98
2L_10363088	2L	10363088	6	126	0	0	0	0	0	1	0	0	605	246	36	4	13	14	11	4	1	1	8	25	30	6	8	17	6	13	19	13	7	272	1492
2L_10364563	2L	10364563	0	0	1	1	0	1	2	0	1	0	1	7	2	0	13	18	2	6	3	4	0	0	2	0	0	1	0	0	0	0	0	0	65
2L_10364587	2L	10364587	0	0	0	0	0	0	0	0	0	0	1	4	2	5	1	5	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	20
2L_10365039	2L	10365039	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2L_10365044	2L	10365044	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7
2L_10366731	2L	10366731	2	3	0	0	0	0	0	0	0	0	0	0	1	2	0	4	9	4	0	1	11	7	3	1	2	0	0	3	11	6	6	0	76
2L_10373718	2L	10373718	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2L_10373739	2L	10373739	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	2	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	10
2L_10373798	2L	10373798	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	0	0	10
2L_10373806	2L	10373806	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
2L_10373828	2L	10373828	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2L_10376284	2L	10376284	0	0	1	0	1	2	0	6	2	0	0	0	2	0	0	0	0	0	0	1	1	0	0	1	0	3	0	0	0	3	1	0	24
2L_10376296	2L	10376296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2L_10376308	2L	10376308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	3
2L_10376327	2L	10376327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10376396	2L	10376396	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2L_10376401	2L	10376401	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4
2L_10376431	2L	10376431	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	4
2L_10376454	2L	10376454	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2L_10376672	2L	10376672	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	5
2L_10376760	2L	10376760	0	0	0	0	0	0	0	0	0	0	0	5	10	12	2	5	0	3	14	13	0	0	0	0	0	0	0	0	0	0	0	0	64
2L_10376768	2L	10376768	0	0	0	0	0	0	0	0	0	0	0	1	0	2	1	0	0	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	8
2L_10376785	2L	10376785	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4
2L_10376792	2L	10376792	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4
2L_10376819	2L	10376819	0	0	0	0	0	0	0	0	1	0	0	0	0	5	0	1	0	0	2	4	0	0	0	0	0	0	0	1	1	1	0	0	16
2L_10376825	2L	10376825	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
2L_10377255	2L	10377255	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0	0	0	0	6
2L_10380130	2L	10380130	2	0	2	0	2	1	1	1	0	0	1	0	1	0	0	0	0	1	0	0	1	3	0	2	1	0	0	2	0	0	1	1	23
2L_10382271	2L	10382271	1	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
2L_10386667	2L	10386667	0	0	0	0	0	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	5	6	2	0	1	2	0	0	3	1	0	2	26
2L_10386671	2L	10386671	0	4	0	0	0	0	0	0	0	0	5	12	1	7	0	3	7	2	1	2	8	18	3	7	1	9	0	8	2	5	5	5	115
2L_10386680	2L	10386680	19	2	0	0	0	0	0	0	0	0	6	6	1	3	1	2	6	1	0	1	45	57	28	23	1	26	4	31	79	64	33	9	448
2L_10386736	2L	10386736	1	46	0	0	0	0	0	0	0	0	1	60	26	76	6	6	18	34	8	8	7	14	2	5	3	3	0	4	8	4	7	27	374
2L_10388121	2L	10388121	3	0	7	0	3	0	2	8	3	1	5	15	3	1	2	0	0	0	0	0	16	14	0	6	2	4	0	0	4	1	2	6	108
2L_10388159	2L	10388159	7	3	10	0	2	1	1	1	2	3	6	57	29	7	29	19	35	40	7	2	54	46	79	70	16	45	8	88	219	115	57	7	1065
2L_10388236	2L	10388236	18	2	0	0	0	1	0	0	0	0	6	12	6	4	7	6	3	7	1	1	24	25	3	5	13	24	1	7	44	8	4	7	239
2L_10388249	2L	10388249	29	14	0	0	0	0	0	0	0	0	5	8	6	8	6	8	16	10	3	4	26	95	112	89	21	33	2	80	144	153	106	4	982
2L_10388434	2L	10388434	28	4	0	1	1	0	0	0	0	1	0	3	0	0	1	1	3	0	1	0	5	5	0	4	4	1	1	4	1	16	5	0	90
2L_10388440	2L	10388440	0	1	0	0	0	0	0	0	0	0	6	12	12	12	0	4	1	8	0	2	1	4	0	1	2	3	0	0	2	0	0	9	80
2L_10396745	2L	10396745	9	0	4	1	0	0	1	0	2	0	0	1	0	0	0	2	8	2	0	0	3	12	3	23	5	1	0	7	39	27	15	0	165
2L_10396979	2L	10396979	66	32	0	2	6	3	1	1	3	0	7	3	0	1	1	2	2	19	0	0	70	93	58	34	11	26	0	37	100	77	56	0	711
2L_10397191	2L	10397191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	4
2L_10397225	2L	10397225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10397251	2L	10397251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10397269	2L	10397269	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2L_10397312	2L	10397312	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3
2L_10397332	2L	10397332	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	6
2L_10397420	2L	10397420	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	5
2L_10397467	2L	10397467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1
2L_10397527	2L	10397527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10397641	2L	10397641	0	1	0	0	0	0	0	0	0	0	6	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	11
2L_10404030	2L	10404030	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	2	1	0	0	0	0	0	0	0	0	9
2L_10404085	2L	10404085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10404132	2L	10404132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2L_10404217	2L	10404217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10404379	2L	10404379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2L_10405143	2L	10405143	3	0	0	0	0	0	0	0	0	0	9	7	2	1	0	3	0	2	0	0	7	4	2	0	1	0	0	1	2	0	0	3	47
2L_10405149	2L	10405149	3	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	9
